user_id,package_id,ratings
796,5,4
422,5,3
367,5,4
763,5,4
805,5,4
727,5,3
345,5,3
682,5,3
925,5,4
655,5,2
368,5,3
886,5,3
892,5,4
28,5,3
425,5,1
833,5,1
919,5,4
776,5,4
916,5,3
546,5,5
864,5,4
709,5,4
468,5,3
118,5,2
907,5,5
506,5,4
135,5,3
643,5,3
577,5,4
267,5,3
814,5,3
880,5,3
63,6,3
1,6,5
90,6,4
9,6,5
79,6,4
409,6,4
18,6,5
486,6,4
198,6,2
568,6,3
181,6,1
662,6,5
76,6,5
537,6,2
590,6,5
924,6,4
655,6,4
773,6,3
707,6,3
870,6,4
806,6,2
828,6,1
524,6,5
936,6,5
758,6,2
71,6,3
250,7,4
10,7,4
66,7,3
291,7,5
198,7,4
104,7,3
217,7,4
49,7,4
68,7,3
116,7,2
244,7,4
286,7,4
28,7,5
289,7,4
26,7,3
331,7,4
265,7,2
181,7,4
151,7,4
43,7,4
97,7,5
73,7,4
323,7,2
200,7,4
188,7,5
59,7,4
214,7,5
294,7,4
14,7,5
81,7,4
230,7,3
267,7,5
226,7,4
57,7,4
280,7,4
99,7,4
168,7,1
332,7,4
297,7,4
64,7,4
222,7,5
357,7,3
301,7,4
84,7,4
268,7,4
87,7,4
216,7,5
352,7,3
145,7,5
269,7,3
295,7,5
7,7,5
397,7,5
79,7,5
365,7,2
67,7,5
334,7,5
227,7,5
8,7,3
148,7,5
203,7,3
15,7,1
256,7,4
374,7,1
235,7,4
347,7,4
194,7,3
402,7,4
46,7,4
95,7,5
234,7,2
314,7,4
320,7,4
305,7,4
109,7,4
386,7,3
160,7,3
65,7,1
56,7,5
252,7,4
366,7,2
413,7,3
30,7,4
328,7,4
16,7,5
72,7,1
94,7,4
406,7,4
243,7,3
354,7,4
344,7,4
262,7,4
115,7,5
403,7,5
292,7,3
89,7,5
359,7,5
453,7,5
54,7,4
417,7,3
377,7,4
96,7,5
447,7,5
346,7,2
450,7,4
425,7,3
141,7,5
118,7,5
113,7,3
293,7,3
378,7,4
421,7,3
221,7,4
76,7,4
412,7,5
248,7,2
363,7,3
526,7,4
382,7,2
270,7,4
473,7,2
92,7,4
540,7,4
348,7,4
394,7,5
560,7,3
23,7,4
321,7,4
342,7,4
561,7,5
467,7,5
567,7,4
474,7,5
518,7,3
537,7,4
189,7,3
460,7,3
380,7,3
580,7,3
505,7,3
13,7,2
329,7,3
199,7,4
74,7,4
496,7,4
566,7,4
617,7,3
486,7,5
416,7,4
53,7,3
555,7,4
463,7,4
552,7,3
548,7,5
21,7,5
493,7,3
606,7,4
277,7,2
101,7,3
69,7,5
650,7,4
159,7,5
472,7,5
582,7,5
490,7,3
491,7,3
459,7,5
663,7,4
501,7,4
664,7,3
660,7,3
82,7,3
629,7,2
546,7,5
439,7,4
653,7,2
665,7,4
634,7,4
610,7,2
434,7,1
527,7,5
178,7,4
445,7,1
583,7,5
60,7,5
44,7,5
264,7,5
432,7,2
442,7,4
367,7,5
142,7,4
343,7,5
521,7,3
327,7,3
455,7,4
117,7,3
745,7,4
478,7,1
703,7,4
678,7,4
757,7,4
339,7,4
514,7,5
758,7,5
435,7,4
6,7,2
429,7,2
722,7,4
176,7,5
249,7,5
719,7,2
470,7,3
778,7,4
17,7,4
299,7,3
393,7,4
184,7,3
733,7,3
457,7,4
689,7,5
124,7,4
484,7,4
624,7,4
659,7,3
452,7,5
682,7,4
524,7,2
441,7,4
714,7,4
177,7,4
823,7,5
468,7,3
192,7,4
693,7,4
499,7,4
825,7,5
465,7,5
706,7,3
45,7,3
276,7,5
630,7,4
251,7,3
792,7,4
786,7,5
387,7,5
162,7,3
865,7,5
247,7,4
834,7,4
883,7,5
770,7,5
296,7,5
577,7,2
551,7,5
805,7,5
658,7,4
886,7,5
108,7,5
255,7,2
802,7,5
32,7,4
864,7,5
815,7,4
735,7,3
532,7,5
854,7,4
889,7,3
852,7,3
637,7,1
932,7,4
831,7,5
844,7,3
379,7,5
497,7,3
144,7,2
604,7,4
833,7,3
621,7,4
368,7,4
715,7,3
905,7,4
627,7,5
730,7,4
788,7,4
742,7,3
847,7,3
190,7,4
119,7,5
579,7,3
919,7,3
838,7,5
1,7,4
911,7,4
927,7,3
534,7,4
37,7,4
774,7,2
790,7,4
697,7,5
618,7,4
569,7,4
648,7,3
666,7,4
840,7,4
906,7,3
709,7,3
677,7,4
213,7,4
941,7,4
741,7,3
727,7,2
804,7,4
655,7,3
500,7,5
817,7,4
308,7,4
779,7,3
795,7,5
581,7,4
498,7,3
699,7,2
880,7,3
9,7,4
924,7,4
843,7,5
643,7,4
839,7,2
773,7,2
303,7,4
612,7,3
680,7,5
614,7,2
717,7,4
24,7,4
913,7,5
372,7,3
748,7,4
894,7,4
887,7,4
761,7,4
62,7,4
751,7,3
867,7,5
896,7,4
793,7,3
25,7,4
632,7,3
554,7,3
903,7,2
525,7,3
862,7,5
881,7,4
916,7,4
885,7,3
466,7,4
671,7,5
622,7,5
892,7,4
747,7,4
764,7,4
576,7,5
938,7,4
422,7,3
657,7,3
776,7,4
908,7,3
882,7,4
870,7,4
201,7,3
868,7,5
130,7,5
58,7,5
592,7,5
933,7,4
814,7,4
620,7,4
890,7,4
603,7,5
279,7,5
158,7,5
936,7,4
669,7,3
940,7,4
52,7,5
55,7,3
458,7,4
430,7,3
738,7,4
588,7,3
535,7,5
407,7,4
102,7,2
109,8,3
16,8,5
115,8,5
223,8,2
246,8,3
298,8,5
271,8,4
315,8,3
232,8,2
272,8,4
213,8,3
158,8,5
96,8,5
62,8,5
201,8,3
58,8,4
334,8,4
234,8,5
64,8,4
106,8,4
330,8,5
293,8,3
7,8,5
378,8,4
321,8,4
215,8,2
301,8,4
85,8,4
230,8,5
178,8,4
222,8,1
379,8,5
25,8,4
312,8,5
239,8,5
207,8,3
399,8,3
343,8,5
200,8,4
87,8,5
409,8,3
196,8,5
276,8,4
82,8,4
392,8,5
94,8,5
474,8,5
313,8,3
332,8,5
389,8,4
327,8,4
291,8,4
391,8,3
60,8,3
297,8,5
326,8,4
70,8,4
254,8,5
342,8,4
385,8,5
459,8,5
253,8,4
311,8,4
535,8,4
233,8,3
458,8,4
24,8,5
554,8,4
542,8,3
344,8,5
468,8,4
194,8,3
471,8,5
1,8,1
557,8,5
218,8,3
387,8,4
144,8,4
566,8,4
480,8,5
167,8,5
488,8,3
452,8,4
499,8,5
457,8,5
308,8,5
57,8,4
523,8,5
214,8,4
328,8,3
561,8,3
658,8,5
541,8,5
358,8,5
406,8,4
23,8,4
152,8,5
405,8,4
543,8,4
43,8,4
280,8,5
125,8,4
577,8,4
705,8,3
521,8,3
691,8,2
269,8,2
187,8,5
642,8,5
553,8,3
620,8,3
592,8,5
407,8,5
748,8,4
500,8,4
679,8,2
148,8,4
745,8,4
608,8,2
92,8,5
416,8,5
90,8,5
303,8,5
318,8,4
49,8,3
795,8,5
711,8,5
731,8,2
465,8,4
707,8,5
850,8,5
455,8,4
397,8,4
846,8,4
690,8,4
661,8,5
506,8,5
601,8,3
882,8,5
429,8,3
479,8,5
655,8,3
880,8,4
901,8,3
840,8,5
928,8,5
921,8,3
610,8,4
913,8,2
746,8,4
95,8,5
536,8,5
807,8,4
19,8,5
930,8,3
588,8,5
878,8,3
721,8,4
654,8,5
940,8,5
766,8,5
897,8,3
887,8,4
758,8,5
628,8,2
670,8,4
618,8,3
411,8,3
11,8,4
823,8,5
854,8,5
622,8,4
189,8,5
684,8,5
329,8,2
838,8,4
771,8,5
747,8,5
18,8,5
454,8,5
778,8,1
481,8,3
883,8,4
532,8,5
896,8,5
907,8,3
774,8,1
354,8,5
331,8,3
756,8,4
593,8,3
881,8,4
606,8,2
314,8,4
805,8,3
437,8,4
660,8,2
892,8,5
363,8,5
875,8,3
851,8,4
847,8,4
6,8,4
796,8,5
503,8,5
591,8,3
621,8,5
899,8,4
13,8,4
243,8,5
927,8,4
902,8,5
398,8,3
435,8,3
393,8,3
682,8,3
864,8,5
533,8,3
889,8,3
58,9,4
292,9,4
239,9,5
311,9,4
87,9,4
269,9,4
94,9,5
328,9,4
314,9,4
74,9,4
323,9,4
17,9,3
252,9,5
26,9,4
301,9,3
90,9,4
277,9,4
227,9,3
303,9,5
121,9,5
109,9,3
120,9,4
44,9,5
69,9,4
11,9,5
50,9,4
374,9,1
226,9,5
15,9,4
64,9,4
14,9,4
222,9,5
256,9,4
344,9,5
175,9,4
316,9,4
201,9,3
249,9,5
181,9,4
16,9,5
349,9,4
189,9,3
363,9,3
378,9,5
383,9,5
115,9,5
24,9,5
184,9,5
382,9,4
216,9,4
324,9,5
327,9,5
424,9,5
438,9,4
168,9,1
1,9,5
62,9,4
447,9,2
379,9,4
291,9,5
123,9,5
59,9,4
490,9,4
430,9,3
211,9,3
82,9,4
409,9,4
321,9,4
441,9,4
413,9,4
18,9,5
287,9,5
194,9,4
237,9,4
72,9,5
458,9,5
354,9,3
423,9,5
236,9,5
576,9,3
401,9,3
416,9,5
488,9,4
178,9,2
533,9,4
43,9,4
434,9,1
494,9,2
185,9,4
554,9,4
608,9,4
274,9,5
32,9,3
523,9,4
449,9,4
151,9,4
174,9,5
484,9,1
27,9,4
612,9,3
629,9,4
276,9,5
614,9,4
435,9,4
618,9,3
532,9,5
593,9,3
605,9,4
136,9,5
380,9,3
396,9,4
455,9,4
445,9,2
569,9,5
388,9,3
113,9,3
444,9,5
60,9,5
131,9,5
456,9,3
694,9,5
334,9,4
590,9,3
345,9,4
581,9,5
453,9,3
92,9,4
473,9,5
234,9,3
682,9,3
567,9,4
207,9,4
735,9,4
518,9,3
719,9,4
680,9,4
754,9,4
244,9,5
343,9,5
595,9,4
457,9,5
535,9,5
636,9,3
602,9,4
500,9,4
119,9,4
764,9,4
461,9,5
403,9,3
199,9,5
658,9,4
332,9,4
665,9,4
648,9,1
470,9,5
391,9,5
7,9,5
411,9,4
68,9,4
703,9,2
209,9,3
144,9,5
884,9,5
399,9,3
402,9,4
789,9,5
676,9,2
796,9,3
904,9,4
200,9,4
390,9,5
6,9,4
634,9,5
708,9,1
540,9,5
572,9,5
657,9,4
610,9,3
655,9,3
937,9,5
637,9,1
250,9,2
792,9,3
883,9,4
786,9,5
164,9,4
725,9,4
938,9,3
690,9,3
791,9,5
498,9,2
749,9,3
699,9,2
663,9,2
744,9,3
298,9,4
271,9,4
696,9,5
326,9,1
486,9,5
698,9,3
296,9,4
916,9,5
706,9,3
322,9,4
936,9,4
592,9,5
940,9,3
85,9,4
854,9,5
867,9,5
630,9,2
627,9,4
339,9,5
192,9,5
280,9,5
878,9,4
558,9,4
551,9,5
864,9,5
813,9,3
788,9,4
667,9,5
815,9,4
106,9,4
887,9,2
825,9,3
66,9,4
881,9,3
913,9,5
768,9,5
837,9,3
896,9,4
622,9,4
406,9,5
886,9,5
342,9,5
504,9,4
145,9,2
21,9,5
156,9,4
761,9,2
851,9,4
805,9,3
777,9,5
548,9,1
903,9,3
543,9,4
233,9,5
894,9,4
906,9,4
160,9,3
495,9,5
460,9,3
743,9,5
838,9,4
910,9,4
393,9,4
939,9,5
870,9,5
714,9,3
935,9,1
745,9,4
697,9,4
13,9,3
474,9,5
858,9,5
817,9,3
204,9,5
707,9,5
932,9,5
834,9,3
483,9,2
756,9,2
190,9,1
793,9,3
693,9,3
747,9,5
601,9,4
923,9,4
104,9,2
889,9,4
159,9,3
919,9,5
561,9,4
900,9,2
527,9,5
733,9,3
65,9,5
933,9,3
924,9,4
943,9,3
308,9,4
266,9,4
917,9,5
468,9,5
10,9,4
928,9,5
723,9,3
151,10,5
234,10,3
239,10,5
292,10,5
49,10,3
59,10,4
328,10,4
294,10,3
7,10,4
296,10,2
181,10,2
1,10,3
378,10,3
108,10,5
430,10,4
460,10,3
360,10,5
268,10,4
416,10,3
327,10,4
85,10,4
463,10,1
349,10,5
279,10,4
357,10,5
104,10,2
473,10,3
450,10,4
469,10,5
402,10,2
533,10,2
565,10,5
2,10,2
90,10,5
503,10,5
343,10,4
561,10,3
733,10,3
573,10,4
514,10,4
518,10,3
537,10,4
467,10,4
585,10,3
387,10,4
486,10,4
312,10,5
711,10,5
496,10,5
158,10,4
189,10,5
506,10,2
406,10,3
788,10,4
804,10,4
828,10,3
851,10,3
498,10,5
243,10,4
201,10,3
536,10,4
870,10,4
662,10,4
79,10,5
636,10,5
906,10,4
699,10,4
299,10,5
894,10,4
886,10,3
500,10,3
765,10,4
698,10,4
862,10,5
64,10,5
63,10,4
707,10,5
354,10,5
790,10,1
230,10,3
435,10,5
795,10,4
883,10,5
861,10,3
423,10,4
745,10,5
567,10,4
334,10,4
829,10,3
292,11,5
200,11,5
223,11,3
305,11,1
249,11,5
262,11,4
287,11,5
271,11,4
124,11,5
276,11,5
20,11,2
330,11,4
44,11,3
90,11,4
301,11,4
115,11,4
320,11,4
272,11,4
280,11,5
215,11,2
198,11,4
82,11,4
213,11,4
286,11,5
99,11,5
158,11,4
92,11,4
339,11,4
248,11,5
405,11,4
37,11,4
230,11,4
49,11,3
43,11,5
184,11,3
110,11,4
331,11,2
156,11,2
417,11,5
224,11,3
13,11,1
28,11,4
343,11,5
472,11,5
94,11,5
345,11,4
58,11,5
332,11,5
328,11,3
162,11,4
416,11,4
64,11,4
435,11,5
493,11,3
453,11,5
363,11,5
303,11,4
57,11,3
177,11,4
421,11,2
454,11,1
201,11,4
378,11,3
314,11,5
16,11,5
499,11,3
474,11,5
498,11,3
512,11,5
119,11,5
514,11,4
59,11,5
268,11,4
178,11,5
24,11,5
496,11,4
327,11,4
10,11,4
222,11,5
56,11,4
216,11,5
297,11,4
391,11,3
130,11,5
323,11,5
437,11,1
122,11,1
537,11,3
603,11,5
376,11,4
610,11,4
368,11,4
197,11,1
532,11,5
535,11,4
606,11,5
622,11,4
640,11,4
246,11,4
521,11,4
488,11,1
308,11,5
346,11,4
577,11,2
401,11,2
116,11,5
538,11,4
329,11,3
457,11,4
592,11,5
600,11,5
663,11,5
629,11,2
462,11,5
554,11,4
344,11,3
495,11,5
693,11,4
551,11,5
497,11,3
618,11,4
406,11,4
586,11,3
4,11,4
291,11,4
447,11,4
627,11,4
175,11,5
374,11,4
749,11,5
666,11,4
1,11,2
466,11,3
442,11,4
234,11,2
804,11,4
763,11,4
682,11,4
543,11,3
645,11,4
653,11,2
764,11,4
393,11,3
387,11,3
542,11,2
527,11,4
608,11,5
851,11,5
117,11,5
207,11,3
593,11,4
864,11,5
8,11,3
522,11,4
826,11,4
109,11,4
862,11,4
632,11,4
867,11,3
342,11,5
296,11,5
778,11,5
757,11,4
709,11,5
478,11,4
892,11,3
943,11,4
655,11,2
174,11,5
102,11,3
293,11,3
881,11,4
566,11,3
747,11,5
654,11,4
847,11,3
160,11,4
889,11,5
686,11,4
737,11,3
880,11,4
751,11,1
630,11,5
256,11,5
716,11,4
188,11,5
919,11,4
715,11,4
334,11,4
7,11,3
883,11,2
882,11,4
846,11,5
269,11,3
347,11,5
505,11,4
425,11,3
758,11,3
896,11,2
295,11,4
671,11,4
414,11,5
392,11,4
450,11,5
903,11,2
643,11,4
893,11,4
788,11,2
399,11,4
214,11,5
619,11,2
561,11,4
217,11,4
773,11,2
913,11,4
145,11,5
436,11,5
429,11,4
121,11,2
927,11,5
840,11,3
854,11,5
922,11,5
871,11,3
916,11,4
455,11,3
897,11,2
487,11,5
560,11,4
933,11,4
11,11,2
805,11,2
727,11,3
833,11,5
870,11,4
886,11,5
272,12,5
62,12,4
90,12,5
151,12,5
84,12,5
213,12,5
59,12,5
69,12,5
73,12,5
216,12,5
28,12,4
297,12,5
76,12,3
72,12,5
156,12,3
343,12,5
339,12,5
130,12,4
117,12,5
18,12,5
288,12,4
119,12,3
259,12,5
42,12,4
256,12,5
293,12,4
1,12,5
318,12,4
218,12,5
234,12,1
308,12,5
251,12,4
347,12,3
393,12,5
344,12,5
214,12,5
398,12,3
194,12,5
222,12,5
99,12,5
361,12,4
370,12,4
322,12,4
315,12,5
115,12,5
94,12,4
264,12,5
406,12,4
417,12,4
64,12,5
135,12,4
372,12,4
329,12,4
445,12,2
378,12,5
11,12,2
145,12,5
305,12,5
391,12,5
303,12,4
332,12,5
177,12,5
106,12,4
14,12,5
379,12,5
457,12,5
271,12,4
207,12,3
346,12,5
450,12,4
92,12,5
456,12,3
174,12,5
409,12,4
249,12,5
253,12,5
487,12,5
458,12,5
327,12,3
246,12,5
399,12,3
328,12,5
430,12,4
429,12,5
416,12,5
311,12,4
442,12,4
433,12,5
498,12,4
132,12,4
291,12,5
109,12,4
352,12,4
437,12,5
60,12,4
454,12,3
465,12,4
138,12,5
13,12,5
16,12,5
